contrast,dissimilarity,homogeneity,energy,correlation,average_red,average_green,average_blue,perimeter,symmetry,area_variance1,area_variance2,area_variance3,area
25.520078037904124,3.5110776662950576,0.2779097787564198,0.035637931961043215,0.96141280139964,0.8232505319794045,0.8232505319794045,0.8232505319794045,1179.1656428575516,0.9770473925852277,84.17141649062646,25.805081729636587,13.929774066367777,22924.0
33.18769973987365,3.9564251207729466,0.2458107858504875,0.026652810971380624,0.9860249539230028,0.7120658941390197,0.7120658941390197,0.7120658941390197,481.4802287817001,161.07803921906105,61.12629166312802,21.50186302519597,27.7861434971924,7149.0
25.666417688591604,3.424433296172426,0.27666122304904045,0.03614059056467946,0.9532370381283538,1.0169806279225118,1.0169806279225118,1.0169806279225118,3052.164767980576,0.9591750731310495,31.59439955557533,14.947574158679645,13.386528790349727,70124.0
76.83520624303233,5.553690078037904,0.20026884413177,0.024087713068951747,0.9650006417471334,0.7702943120012199,0.7702943120012199,0.7702943120012199,494.4924216270447,0.11282341025738685,28.99110734508905,19.794225636525454,33.775438037996075,8573.5
42.662352285395755,3.6193199554069118,0.3241248291091749,0.026276426825575298,0.986656078466058,0.8017529508005142,0.8017529508005142,0.8017529508005142,2153.106768965721,0.17135336578585886,73.23952309460599,20.125571695065037,28.755250448123412,138182.0
52.508127090301,4.473612040133778,0.2632112805680878,0.019350594399657257,0.9940311242911626,0.7493646071961797,0.7493646071961797,0.7493646071961797,1296.5584372282028,9.648019836603936,68.58835378478389,11.057293854485073,29.148958682306038,30574.0
14.112396878483837,2.074076551467856,0.4164201351931013,0.06628883707378623,0.9295690963306896,0.9861496928674832,0.9861496928674832,0.9861496928674832,978.8498476743698,0.016189336680014876,80.20828251908802,21.613721522447964,13.417026417144571,42034.5
17.676729840208107,2.740438498699368,0.3226148176316758,0.03870501139376757,0.9809370770402056,0.726361808724511,0.726361808724511,0.726361808724511,1484.8254623413086,3.804630348504563,84.5076301706803,7.479756324908626,7.949652423262738,42642.5
62.00281679672984,5.452939427722035,0.18680193189686545,0.026718439587009656,0.9431255840890116,0.7448481591559645,0.7448481591559645,0.7448481591559645,833.7888840436935,0.23200433238771012,31.753973678953308,7.2478678693210945,11.468386561342086,17763.0
94.65736529171312,6.342969156447418,0.17322778102876082,0.027023993026172397,0.900021560609456,0.7676168394253501,0.7676168394253501,0.7676168394253501,1241.5260329246519,0.053198789461071205,65.21809108881955,29.47356554292205,21.590271574256526,55244.5
20.070286138981796,2.5044221479004087,0.3729754777969783,0.037876223873988236,0.9912292247991612,0.8009303091425514,0.8009303091425514,0.8009303091425514,1389.068105340004,1.5765572490702076,75.34198449912924,21.37785315356865,14.66885164141866,37143.0
13.75322556670383,2.635373467112597,0.3294137942158521,0.0488008191967568,0.9673182140835896,0.7673472148630824,0.7673472148630824,0.7673472148630824,1642.6488374471664,9.462796802131521,42.81755908536466,7.525876982803828,5.151959324516741,32209.5
18.29784095131921,3.1303270159791903,0.2848130971254383,0.033006440881920736,0.9914565838183406,0.7281330107088954,0.7281330107088954,0.7281330107088954,477.4213547706604,0.3483450182229251,56.0642675696881,17.597956116475213,38.35102998460733,7089.0
25.635150501672243,3.1244853214418438,0.3113212624880503,0.0450957724646737,0.9391509883750404,0.8265592114308679,0.8265592114308679,0.8265592114308679,976.3990567922592,0.6216637970010884,4.4940900403239015,5.457551115174178,8.435287662095106,19546.5
40.875202526941656,3.594868078781122,0.3221906281710178,0.06110691564873706,0.9504294490024012,1.5956231189103707,1.5956231189103707,1.5956231189103707,928.8498462438583,0.01965378967148429,69.66750928352707,37.11760152125974,14.528626041643625,41956.5
15.643136380527684,2.810078037904125,0.31841871864558324,0.04614783755920357,0.9549181651796856,0.7743947175348496,0.7743947175348496,0.7743947175348496,2244.912897348404,0.22865492097391527,4.260724612378323,9.009781174399995,7.782289728245852,102587.5
19.704916387959866,3.0433853586027495,0.3023960071773457,0.03435329083437933,0.9785100192797901,0.8970106647223836,0.8970106647223836,0.8970106647223836,1337.3940041065214,0.33830999165138415,34.20586563375756,9.090290135408985,15.698648372065758,41377.5
14.962181345224824,2.3883946488294314,0.3719392628314519,0.05501359771579818,0.9799843765639152,0.7341583920947858,0.7341583920947858,0.7341583920947858,355.98989593982697,0.03644290051438098,85.6266785910472,27.490383374160967,24.6725462280108,7931.0
191.90117800074324,6.301215161649943,0.2948557555539008,0.0380591069970307,0.9194057223151832,0.9031331649068256,0.9031331649068256,0.9031331649068256,669.2102385759354,0.005797477466154666,29.86371811687284,29.22820181234046,25.4770465422237,29584.0
240.03625789669263,7.313470828688222,0.2791591614205549,0.035040774287016324,0.9325308202103386,0.7639769556868002,0.7639769556868002,0.7639769556868002,1451.9524391889572,0.02842504590489342,23.723386619074066,31.656592826155528,24.11580408262168,95526.5
